Transaction_ID,Facility_ID,Vehicle_Type,Customer_Type,Entry_Date,Entry_Hour,Parking_Duration_Min,Payment_Method,Payment_Status,Parking_Type,Hourly_Rate,Discount_Amount,Net_Revenue,Occupancy_Rate
PT109239,F005,Bike,Regular,2025-07-30,14,158,Wallet,Paid,Two-Wheeler,25,6.75,67.5,0.58
PT109240,F007,Car,Regular,2025-12-22,18,89,Debit Card,Pending,Covered,50,19.0,95.0,0.8
PT109241,F003,SUV,Member,2025-01-22,9,194,Credit Card,Paid,Open,65,0.0,247.0,0.85
PT109242,F002,SUV,Regular,2025-10-25,6,118,Credit Card,Paid,Open,65,0.0,130.0,0.41
PT109243,F002,SUV,Regular,2025-12-31,15,92,UPI,Paid,Open,65,0.0,130.0,0.68
PT109244,F004,Bike,Member,2025-02-02,14,59,UPI,Paid,Two-Wheeler,25,0.0,25.0,0.7
PT109245,F001,SUV,Visitor,2025-04-19,11,40,UPI,Paid,Covered,65,0.0,65.0,0.66
PT109246,F006,Car,Member,2025-02-16,20,62,Credit Card,Paid,Covered,50,4.5,90.0,0.82
PT109247,F008,Car,Regular,2025-04-06,14,193,Credit Card,Paid,Open,50,0.0,200.0,0.7
PT109248,F002,SUV,Member,2025-05-05,15,99,Debit Card,Paid,Open,65,0.0,130.0,0.58
PT109249,F007,Bike,Regular,2025-12-01,12,245,UPI,Paid,Two-Wheeler,25,5.62,112.5,0.46
PT109250,F006,EV Car,Visitor,2025-10-22,19,93,Debit Card,Paid,EV Parking,55,9.9,99.0,0.75
PT109251,F005,Car,Regular,2025-10-29,11,133,Credit Card,Paid,Covered,50,0.0,150.0,0.32
PT109252,F006,SUV,Regular,2025-11-24,16,72,Wallet,Paid,Covered,65,0.0,130.0,0.61
PT109253,F001,Bike,Member,2025-11-03,9,123,UPI,Paid,Two-Wheeler,25,6.75,67.5,0.65
PT109254,F007,SUV,Member,2025-01-25,14,261,Wallet,Failed,Covered,65,29.25,292.5,0.53
PT109255,F001,SUV,Member,2025-03-23,14,130,Cash,Paid,Covered,65,18.52,185.25,0.29
PT109256,F006,EV Car,Member,2025-02-27,10,137,Debit Card,Paid,EV Parking,55,0.0,165.0,0.86
PT109257,F008,Car,Regular,2025-01-26,12,283,Debit Card,Paid,Open,50,0.0,212.5,0.81
PT109258,F003,EV Car,Regular,2025-10-24,10,54,UPI,Paid,EV Parking,55,8.25,55.0,0.89
PT109259,F002,Car,Regular,2025-02-13,17,121,Wallet,Paid,Covered,50,0.0,142.5,0.82
PT109260,F007,Car,Regular,2025-03-26,15,237,UPI,Paid,Covered,50,0.0,170.0,0.7
PT109261,F003,Bike,Member,2025-01-22,13,111,Credit Card,Paid,Two-Wheeler,25,10.0,50.0,0.49
PT109262,F006,SUV,Member,2025-08-14,14,48,UPI,Paid,Covered,65,0.0,65.0,0.63
PT109263,F002,Bike,Regular,2025-02-06,12,164,Credit Card,Paid,Two-Wheeler,25,7.5,75.0,0.23
PT109264,F004,SUV,Regular,2025-04-11,13,266,Credit Card,Pending,Covered,65,48.75,325.0,0.36
PT109265,F003,SUV,Member,2025-05-22,15,71,Wallet,Pending,Covered,65,0.0,123.5,0.39
PT109266,F003,Car,Member,2025-01-04,11,48,Credit Card,Paid,Covered,50,5.0,50.0,0.21
PT109267,F006,EV Car,Regular,2025-01-24,9,22,Wallet,Failed,EV Parking,55,0.0,52.25,0.65
PT109268,F005,Car,Member,2025-07-10,20,37,Credit Card,Paid,Open,50,7.5,50.0,0.96
PT109269,F006,SUV,Visitor,2025-11-17,11,207,UPI,Paid,Covered,65,39.0,260.0,0.38
PT109270,F003,Car,Member,2025-11-18,14,42,UPI,Paid,Covered,50,6.0,40.0,0.45
PT109271,F002,Bike,Member,2025-09-26,16,100,Debit Card,Paid,Two-Wheeler,25,0.0,50.0,0.45
PT109272,F008,Bike,Regular,2025-01-27,14,144,UPI,Paid,Two-Wheeler,25,7.12,71.25,0.82
PT109273,F005,Car,Visitor,2025-03-22,15,66,Credit Card,Paid,Open,50,15.0,100.0,0.58
PT109274,F006,Car,Regular,2025-05-01,10,102,UPI,Paid,Covered,50,4.75,95.0,0.85
PT109275,F008,Car,Regular,2025-12-31,13,109,Credit Card,Paid,Covered,50,4.75,95.0,0.51
PT109276,F007,Car,Member,2025-03-10,15,52,Debit Card,Paid,Open,50,0.0,45.0,0.72
PT109277,F006,Car,Regular,2025-11-09,11,191,Credit Card,Paid,Open,50,30.0,200.0,0.71
PT109278,F003,Bike,Member,2025-03-13,13,82,UPI,Paid,Two-Wheeler,25,0.0,45.0,0.48
PT109279,F008,SUV,Regular,2025-09-03,14,102,UPI,Failed,Open,65,0.0,117.0,0.63
PT109280,F003,Bike,Regular,2025-09-03,16,166,UPI,Failed,Two-Wheeler,25,11.25,75.0,0.28
PT109281,F004,SUV,Member,2025-09-10,11,27,UPI,Paid,Open,65,8.29,55.25,0.89
PT109282,F008,Bike,Member,2025-12-30,21,88,Credit Card,Paid,Two-Wheeler,25,9.0,45.0,0.64
PT109283,F008,Bike,Regular,2025-03-14,20,240,Credit Card,Paid,Two-Wheeler,25,0.0,100.0,0.73
PT109284,F006,Bike,Regular,2025-10-01,6,173,UPI,Paid,Two-Wheeler,25,0.0,63.75,0.36
PT109285,F003,Bike,Regular,2025-01-16,12,74,UPI,Paid,Two-Wheeler,25,0.0,50.0,0.48
PT109286,F007,Bike,Member,2025-06-28,8,103,UPI,Paid,Two-Wheeler,25,0.0,47.5,0.84
PT109287,F001,Car,Regular,2025-12-18,12,127,UPI,Paid,Open,50,22.5,150.0,0.43
PT109288,F005,SUV,Member,2025-02-09,14,95,Credit Card,Pending,Open,65,6.18,123.5,0.43
PT109289,F001,SUV,Member,2025-02-08,14,90,UPI,Paid,Open,65,0.0,110.5,0.69
PT109290,F005,Car,Regular,2025-02-25,9,234,UPI,Paid,Open,50,0.0,170.0,0.89
PT109291,F007,SUV,Regular,2025-08-21,15,290,Debit Card,Paid,Covered,65,0.0,292.5,0.32
PT109292,F008,Car,Member,2025-02-23,17,108,UPI,Paid,Covered,50,13.5,90.0,0.72
PT109293,F008,Car,Regular,2025-06-21,15,54,Credit Card,Paid,Covered,50,5.0,50.0,0.5
PT109294,F006,Car,Regular,2025-10-29,12,331,Credit Card,Paid,Covered,50,0.0,255.0,0.57
PT109295,F004,SUV,Member,2025-07-08,6,293,UPI,Paid,Open,65,0.0,325.0,0.75
PT109296,F003,SUV,Visitor,2025-02-12,15,48,Debit Card,Pending,Covered,65,0.0,65.0,0.66
PT109297,F003,SUV,Regular,2025-01-04,15,119,Credit Card,Paid,Covered,65,0.0,110.5,0.93
PT109298,F003,Car,Regular,2025-09-18,15,330,Credit Card,Paid,Covered,50,45.0,300.0,0.54
PT109299,F006,Bike,Regular,2025-02-27,7,63,Debit Card,Paid,Two-Wheeler,25,2.38,47.5,0.66
PT109300,F005,SUV,Regular,2025-02-06,14,114,Cash,Failed,Open,65,0.0,123.5,0.4
PT109301,F008,Car,Regular,2025-08-23,13,187,Wallet,Paid,Open,50,20.0,200.0,0.44
PT109302,F007,Bike,Member,2025-09-22,16,29,Debit Card,Paid,Two-Wheeler,25,0.0,25.0,0.39
PT109303,F003,Car,Member,2025-01-15,16,35,Cash,Paid,Covered,50,0.0,50.0,0.38
PT109304,F001,Car,Visitor,2025-03-29,20,77,UPI,Paid,Covered,50,4.5,90.0,0.68
PT109305,F003,Bike,Regular,2025-04-09,18,121,Credit Card,Paid,Two-Wheeler,25,0.0,71.25,0.67
PT109306,F008,Bike,Regular,2025-04-15,14,189,UPI,Paid,Two-Wheeler,25,0.0,80.0,0.65
PT109307,F006,Car,Member,2025-08-05,21,199,UPI,Paid,Covered,50,18.0,180.0,0.53
PT109308,F007,Car,Regular,2025-07-10,10,74,Credit Card,Paid,Covered,50,15.0,100.0,0.99
PT109309,F004,Car,Member,2025-08-03,6,297,Debit Card,Paid,Covered,50,0.0,250.0,0.54
PT109310,F007,Car,Regular,2025-07-17,9,136,UPI,Paid,Open,50,7.5,150.0,0.99
PT109311,F001,Car,Member,2025-04-15,12,100,Debit Card,Pending,Covered,50,0.0,85.0,0.67
PT109312,F003,Car,Regular,2025-01-27,16,127,Credit Card,Paid,Covered,50,6.75,135.0,0.27
PT109313,F003,Bike,Member,2025-07-01,13,41,Credit Card,Paid,Two-Wheeler,25,0.0,21.25,0.65
PT109314,F002,Bike,Regular,2025-03-24,16,76,UPI,Paid,Two-Wheeler,25,2.38,47.5,0.5
PT109315,F005,SUV,Regular,2025-06-08,16,135,UPI,Paid,Covered,65,0.0,195.0,0.6
PT109316,F001,SUV,Regular,2025-08-18,17,67,UPI,Paid,Covered,65,16.58,110.5,0.82
PT109317,F002,Car,Member,2025-08-23,10,61,Debit Card,Paid,Covered,50,15.0,100.0,0.91
PT109318,F007,Car,Member,2025-10-15,14,223,UPI,Paid,Covered,50,0.0,200.0,0.52
PT109319,F004,SUV,Member,2025-01-18,16,99,UPI,Paid,Covered,65,13.0,130.0,0.49
PT109320,F005,Car,Regular,2025-10-11,12,30,Debit Card,Paid,Covered,50,0.0,47.5,0.21
PT109321,F001,Car,Regular,2025-03-12,17,97,Credit Card,Pending,Covered,50,10.0,100.0,0.99
PT109322,F003,Car,Member,2025-08-03,16,301,Credit Card,Paid,Covered,50,0.0,285.0,0.31
PT109323,F007,Bike,Regular,2025-04-27,9,174,UPI,Paid,Two-Wheeler,25,0.0,60.0,0.71
PT109324,F001,Bike,Regular,2025-04-10,11,61,UPI,Paid,Two-Wheeler,25,2.5,50.0,0.56
PT109325,F003,EV Car,Regular,2025-03-29,11,133,Debit Card,Paid,EV Parking,55,0.0,165.0,0.78
PT109326,F008,SUV,Member,2025-12-14,18,134,Cash,Paid,Open,65,0.0,185.25,0.85
PT109327,F005,Car,Regular,2025-06-02,10,57,Debit Card,Paid,Covered,50,0.0,40.0,0.99
PT109328,F008,Car,Regular,2025-10-22,15,371,UPI,Paid,Open,50,0.0,350.0,0.29
PT109329,F008,Car,Visitor,2025-06-26,8,111,Debit Card,Paid,Covered,50,0.0,100.0,0.78
PT109330,F003,Car,Regular,2025-05-12,14,109,UPI,Paid,Open,50,5.0,100.0,0.66
PT109331,F004,Car,Visitor,2025-11-04,10,56,UPI,Paid,Covered,50,2.5,50.0,0.69
PT109332,F007,Car,Member,2025-05-02,14,260,UPI,Pending,Covered,50,0.0,250.0,0.4
PT109333,F006,Car,Regular,2025-07-30,12,159,Debit Card,Paid,Open,50,0.0,150.0,0.44
PT109334,F003,Car,Regular,2025-03-09,14,106,Debit Card,Pending,Covered,50,5.0,100.0,0.7
PT109335,F004,Car,Regular,2025-02-26,13,131,Credit Card,Paid,Open,50,6.38,127.5,0.62
PT109336,F006,EV Car,Regular,2025-01-13,18,203,Debit Card,Paid,EV Parking,55,20.9,209.0,0.7
PT109337,F007,Bike,Member,2025-07-12,16,20,UPI,Paid,Two-Wheeler,25,0.0,25.0,0.41
PT109338,F008,EV Car,Visitor,2025-03-04,17,92,Credit Card,Paid,EV Parking,55,0.0,104.5,0.85
PT109339,F005,Car,Regular,2025-11-23,11,32,Debit Card,Paid,Open,50,2.5,50.0,0.73
PT109340,F005,Bike,Visitor,2025-06-02,10,89,,Pending,Two-Wheeler,25,0.0,47.5,0.7
PT109341,F007,Car,Member,2025-01-23,14,67,Debit Card,Paid,Covered,50,0.0,85.0,0.47
PT109342,F007,Car,Regular,2025-01-30,18,53,UPI,Paid,Covered,50,0.0,42.5,0.76
PT109343,F001,Car,Regular,2025-07-08,9,27,Debit Card,Paid,Covered,50,4.75,47.5,0.85
PT109344,F004,EV Car,Regular,2025-11-06,11,86,Credit Card,Paid,EV Parking,55,0.0,93.5,0.61
PT109345,F008,EV Car,Regular,2025-04-19,16,22,Debit Card,Paid,EV Parking,55,2.75,55.0,0.43
PT109346,F004,Car,Member,2025-12-19,13,304,Credit Card,Paid,Covered,50,12.75,255.0,0.62
PT109347,F007,Car,Member,2025-03-01,14,74,Wallet,Pending,Covered,50,0.0,100.0,0.4
PT109348,F002,Bike,Regular,2025-03-07,14,74,UPI,Paid,Two-Wheeler,25,4.5,45.0,0.5
PT109349,F002,Car,Regular,2025-06-15,13,110,Debit Card,Paid,Covered,50,4.25,85.0,0.41
PT109350,F006,Car,Member,2025-05-21,15,203,Credit Card,Paid,Covered,50,0.0,190.0,0.53
PT109351,F006,Car,Regular,2025-02-21,18,178,UPI,Paid,Covered,50,15.0,150.0,0.86
PT109352,F002,Bike,Regular,2025-06-29,19,95,UPI,Pending,Two-Wheeler,25,0.0,47.5,0.86
PT109353,F007,Car,Regular,2025-02-01,7,78,Debit Card,Paid,Covered,50,0.0,100.0,0.51
PT109354,F007,Car,Member,2025-08-02,14,119,UPI,Paid,Open,50,10.0,100.0,0.9
PT109355,F006,Car,Regular,2025-09-22,7,84,UPI,Pending,Open,50,4.25,85.0,0.54
PT109356,F003,Bike,Regular,2025-01-17,19,185,Wallet,Paid,Two-Wheeler,25,0.0,90.0,0.99
PT109357,F007,EV Car,Regular,2025-05-06,13,196,Debit Card,Paid,EV Parking,55,44.0,220.0,0.53
PT109358,F002,Car,Visitor,2025-03-23,19,241,UPI,Paid,Open,50,11.88,237.5,0.64
PT109359,F004,SUV,Regular,2025-02-09,10,234,Credit Card,Paid,Covered,65,13.0,260.0,0.71
PT109360,F007,SUV,Member,2025-04-14,10,106,Credit Card,Paid,Covered,65,0.0,130.0,0.99
PT109361,F008,EV Car,Member,2025-08-07,19,41,Cash,Paid,EV Parking,55,0.0,55.0,0.75
PT109362,F007,SUV,Member,2025-07-01,19,68,Debit Card,Pending,Covered,65,0.0,117.0,0.57
PT109363,F003,Bike,Member,2025-06-05,16,108,Cash,Paid,Two-Wheeler,25,2.5,50.0,0.5
PT109364,F006,SUV,Regular,2025-06-27,11,194,UPI,Paid,Covered,65,0.0,260.0,0.49
PT109365,F007,Car,Regular,2025-01-18,10,288,Debit Card,Pending,Open,50,20.0,200.0,0.86
PT109366,F005,Bike,Regular,2025-05-21,16,93,UPI,Paid,Two-Wheeler,25,0.0,47.5,0.54
PT109367,F001,EV Car,Member,2025-06-10,15,120,UPI,Paid,EV Parking,55,11.0,110.0,0.58
PT109368,F002,SUV,Member,2025-08-02,18,54,Debit Card,Paid,Open,65,6.5,65.0,0.61
PT109369,F008,EV Car,Visitor,2025-08-10,11,168,UPI,Paid,EV Parking,55,16.5,165.0,0.36
PT109370,F008,SUV,Visitor,2025-09-19,12,165,Credit Card,Paid,Open,65,18.52,185.25,0.48
PT109371,F008,SUV,Member,2025-02-14,16,181,Cash,Failed,Open,65,33.15,221.0,0.64
PT109372,F005,SUV,Regular,2025-07-06,11,162,UPI,Paid,Open,65,0.0,165.75,0.55
PT109373,F008,SUV,Member,2025-12-20,13,208,UPI,Paid,Covered,65,11.05,221.0,0.48
PT109374,F008,Bike,Member,2025-08-29,14,73,Debit Card,Paid,Two-Wheeler,25,10.0,50.0,0.59
PT109375,F006,EV Car,Member,2025-08-13,15,287,Wallet,Paid,EV Parking,55,13.06,261.25,0.4
PT109376,F004,SUV,Regular,2025-11-30,12,86,Debit Card,Paid,Open,65,0.0,110.5,0.62
PT109377,F001,SUV,Member,2025-02-17,18,115,Credit Card,Paid,Open,65,22.1,110.5,0.99
PT109378,F005,Bike,Member,2025-04-21,13,115,UPI,Paid,Two-Wheeler,25,0.0,50.0,0.24
PT109379,F001,Car,Member,2025-03-24,7,311,UPI,Paid,Covered,50,0.0,300.0,0.66
PT109380,F002,Car,Member,2025-04-14,8,86,Debit Card,Paid,Covered,50,0.0,100.0,0.63
PT109381,F006,EV Car,Regular,2025-03-15,21,158,UPI,Paid,EV Parking,55,0.0,165.0,0.49
PT109382,F007,Bike,Member,2025-02-24,15,145,Cash,Paid,Two-Wheeler,25,0.0,60.0,0.72
PT109383,F004,Car,Visitor,2025-11-13,14,31,Credit Card,Paid,Open,50,0.0,47.5,0.55
PT109384,F006,Car,Member,2025-01-02,18,416,Credit Card,Paid,Open,50,42.0,280.0,0.83
PT109385,F001,SUV,Member,2025-08-30,16,167,Debit Card,Failed,Covered,65,0.0,195.0,0.46
PT109386,F005,SUV,Member,2025-09-15,10,76,Debit Card,Paid,Covered,65,0.0,104.0,0.7
PT109387,F002,SUV,Member,2025-11-28,6,107,Debit Card,Paid,Covered,65,19.5,130.0,0.64
PT109388,F002,Bike,Member,2025-01-10,21,45,Wallet,Paid,Two-Wheeler,25,2.5,25.0,0.55
PT109389,F006,Car,Member,2025-03-17,15,72,Wallet,Paid,Open,50,0.0,100.0,0.56
PT109390,F007,Car,Visitor,2025-09-15,13,57,Wallet,Paid,Covered,50,0.0,50.0,0.31
PT109391,F005,Car,Regular,2025-05-01,20,275,Cash,Paid,Covered,50,12.5,250.0,0.93
PT109392,F007,SUV,Visitor,2025-11-17,12,137,Debit Card,Paid,Covered,65,19.5,195.0,0.46
PT109393,F007,Car,Member,2025-08-03,16,46,Debit Card,Paid,Covered,50,2.12,42.5,0.59
PT109394,F008,Bike,Regular,2025-09-02,15,259,UPI,Paid,Two-Wheeler,25,0.0,125.0,0.56
PT109395,F005,Bike,Member,2025-12-03,15,118,UPI,Paid,Two-Wheeler,25,5.0,50.0,0.58
PT109396,F001,Bike,Regular,2025-06-29,15,152,UPI,Paid,Two-Wheeler,25,3.75,75.0,0.36
PT109397,F006,EV Car,Visitor,2025-12-07,6,52,UPI,Paid,EV Parking,55,2.75,55.0,0.45
PT109398,F006,Car,Regular,2025-10-27,17,99,Credit Card,Paid,Covered,50,15.0,100.0,0.62
PT109399,F008,SUV,Member,2025-10-17,19,79,UPI,Paid,Covered,65,13.0,130.0,0.75
PT109400,F003,Car,Member,2025-03-14,13,96,Wallet,Paid,Covered,50,4.75,95.0,0.29
PT109401,F006,Car,,2025-07-28,14,109,Cash,Paid,Open,50,5.0,100.0,0.51
PT109402,F002,Bike,Member,2025-08-29,12,81,UPI,Paid,Two-Wheeler,25,2.5,50.0,0.52
PT109403,F001,Car,Member,2025-12-28,16,182,UPI,Paid,Open,50,0.0,190.0,0.49
PT109404,F005,SUV,Member,2025-06-22,16,92,Cash,Paid,Covered,65,0.0,117.0,0.65
PT109405,F006,Bike,Member,2025-01-05,16,84,Cash,Paid,Two-Wheeler,25,4.0,40.0,0.29
PT109406,F001,Car,Regular,2025-08-05,16,24,Wallet,Paid,Covered,50,2.38,47.5,0.69
PT109407,F008,Car,Regular,2025-08-02,11,145,Wallet,Paid,Open,50,0.0,150.0,0.35
PT109408,F006,Bike,Regular,2025-11-21,9,108,Wallet,Paid,Two-Wheeler,25,0.0,50.0,0.64
PT109409,F005,SUV,Member,2025-11-06,12,65,UPI,Paid,Open,65,13.0,130.0,0.6
PT109410,F004,Bike,Member,2025-02-07,14,40,UPI,Paid,Two-Wheeler,25,1.25,25.0,0.51
PT109411,F005,Bike,Regular,2025-03-02,13,94,Debit Card,Paid,Two-Wheeler,25,0.0,50.0,0.53
PT109412,F005,SUV,Regular,2025-04-05,11,131,UPI,Paid,Covered,65,0.0,195.0,0.59
PT109413,F005,Bike,Member,2025-08-21,7,105,Cash,Paid,Two-Wheeler,25,0.0,45.0,0.29
PT109414,F006,Car,Visitor,2025-10-04,9,209,Credit Card,Paid,Open,50,38.0,190.0,0.8
PT109415,F003,Bike,Member,2025-02-05,9,65,Debit Card,Paid,Two-Wheeler,25,7.5,50.0,0.78
PT109416,F005,Bike,Regular,2025-01-01,20,208,UPI,Paid,Two-Wheeler,25,5.0,100.0,0.64
PT109417,F008,SUV,Regular,2025-05-30,16,79,Credit Card,Paid,Covered,65,0.0,117.0,0.63
PT109418,F002,Bike,Member,2025-08-03,9,176,Credit Card,Paid,Two-Wheeler,25,7.5,75.0,0.66
PT109419,F002,EV Car,Regular,2025-02-15,13,272,Wallet,Paid,EV Parking,55,0.0,220.0,0.72
PT109420,F008,Car,Regular,2025-03-06,15,69,UPI,Paid,Covered,50,20.0,100.0,0.58
PT109421,F001,EV Car,Member,2025-01-06,20,202,Wallet,Paid,EV Parking,55,0.0,176.0,0.79
PT109422,F003,Bike,Visitor,2025-03-22,11,85,Cash,Paid,Two-Wheeler,25,0.0,50.0,0.21
PT109423,F001,Bike,Member,2025-07-08,11,372,Debit Card,Failed,Two-Wheeler,25,8.75,175.0,0.56
PT109424,F008,Car,Regular,2025-05-31,14,100,Debit Card,Paid,Covered,50,0.0,100.0,0.3
PT109425,F002,Car,Member,2025-05-28,18,203,Credit Card,Paid,Covered,50,8.0,160.0,0.87
PT109426,F007,SUV,Regular,2025-01-28,11,175,UPI,Paid,Open,65,16.58,165.75,0.59
PT109427,F002,SUV,Member,2025-06-14,9,110,UPI,Paid,Open,65,0.0,110.5,0.84
PT109428,F004,Car,Regular,2025-05-15,11,150,Cash,Paid,Covered,50,0.0,150.0,0.7
PT109429,F005,Bike,Regular,2025-09-11,13,107,Debit Card,Paid,Two-Wheeler,25,2.5,50.0,0.42
PT109430,F007,Car,Member,2025-11-01,12,199,UPI,Paid,Open,50,20.0,200.0,0.47
PT109431,F002,EV Car,Member,2025-07-31,18,92,Credit Card,Paid,EV Parking,55,0.0,110.0,0.95
PT109432,F006,SUV,Visitor,2025-10-07,20,104,Credit Card,Paid,Covered,65,0.0,130.0,0.8
PT109433,F006,Car,Visitor,2025-03-21,12,132,UPI,Paid,Open,50,7.5,150.0,0.56
PT109434,F001,SUV,Regular,2025-09-26,17,179,Credit Card,Paid,Covered,65,0.0,195.0,0.99
PT109435,F007,EV Car,Regular,2025-12-14,8,109,UPI,Paid,EV Parking,55,11.0,110.0,0.65
PT109436,F001,Car,Regular,2025-01-15,14,106,UPI,Paid,Open,50,5.0,100.0,0.33
PT109437,F005,SUV,Member,2025-03-28,17,88,Credit Card,Paid,Open,65,0.0,123.5,0.78
PT109438,F005,Bike,Regular,2025-08-11,13,88,Credit Card,Paid,Two-Wheeler,25,4.75,47.5,0.87
PT109439,F004,Bike,Regular,2025-11-21,10,128,UPI,Paid,Two-Wheeler,25,0.0,75.0,0.55
PT109440,F008,Car,Regular,2025-04-01,12,98,UPI,Paid,Covered,50,0.0,100.0,0.39
PT109441,F008,Car,Member,2025-11-12,14,35,UPI,Failed,Covered,50,2.5,50.0,0.87
PT109442,F003,Bike,Regular,2025-09-23,17,79,UPI,Failed,Two-Wheeler,25,7.5,50.0,0.88
PT109443,F001,Car,Regular,2025-11-03,16,289,UPI,Paid,Covered,50,25.0,250.0,0.63
PT109444,F005,SUV,Regular,2025-11-16,8,109,UPI,Paid,Covered,65,0.0,130.0,0.63
PT109445,F008,Car,Regular,2025-04-16,14,237,UPI,Paid,Open,50,20.0,200.0,0.2
PT109446,F001,Car,Visitor,2025-09-10,18,219,Cash,Paid,Covered,50,0.0,200.0,0.6
PT109447,F005,SUV,Visitor,2025-07-18,14,177,Credit Card,Paid,Covered,65,0.0,195.0,0.5
PT109448,F002,Bike,Regular,2025-02-25,8,73,UPI,Paid,Two-Wheeler,25,0.0,50.0,0.66
PT109449,F001,Bike,Member,2025-08-27,17,108,UPI,Paid,Two-Wheeler,25,0.0,45.0,0.86
PT109450,F002,EV Car,Regular,2025-12-13,19,175,UPI,Pending,EV Parking,55,0.0,148.5,0.81
PT109451,F001,SUV,Visitor,2025-12-07,13,302,Debit Card,Paid,Covered,65,58.5,390.0,0.44
PT109452,F003,Car,Member,2025-12-29,12,160,UPI,Paid,Open,50,0.0,150.0,0.35
PT109453,F004,Bike,Regular,2025-08-06,14,83,UPI,Paid,Two-Wheeler,25,5.0,50.0,0.41
PT109454,F006,EV Car,Member,2025-07-31,21,101,UPI,Paid,EV Parking,55,5.5,110.0,0.42
PT109455,F008,Car,Member,2025-07-08,17,79,Credit Card,Paid,Covered,50,0.0,100.0,0.38
PT109456,F006,Car,Regular,2025-12-01,17,79,UPI,Paid,Open,50,0.0,100.0,0.79
PT109457,F006,Car,Regular,2025-12-31,10,37,Debit Card,Paid,Open,50,0.0,47.5,0.58
PT109458,F002,Car,Regular,2025-04-12,18,118,UPI,Paid,Covered,50,0.0,95.0,0.99
PT109459,F007,SUV,Visitor,2025-05-23,14,372,UPI,Paid,Covered,65,21.61,432.25,0.69
PT109460,F005,SUV,Member,2025-10-12,19,231,Debit Card,Paid,Open,65,49.4,247.0,0.52
PT109461,F006,EV Car,Member,2025-03-11,15,178,Debit Card,Paid,EV Parking,55,19.8,132.0,0.53
PT109462,F003,SUV,Visitor,2025-12-02,17,47,Debit Card,Paid,Covered,65,0.0,58.5,0.68
PT109463,F006,Car,Regular,2025-03-06,10,105,UPI,Paid,Covered,50,0.0,100.0,0.91
PT109464,F001,Car,Member,2025-07-17,15,68,Credit Card,Paid,Covered,50,0.0,90.0,0.56
PT109465,F002,EV Car,Regular,2025-01-16,11,92,UPI,Paid,EV Parking,55,22.0,110.0,0.66
PT109466,F007,Car,Visitor,2025-11-06,10,381,Debit Card,Pending,Covered,50,0.0,350.0,0.5
PT109467,F001,Car,Regular,2025-12-19,14,264,Credit Card,Paid,Open,50,0.0,237.5,0.54
PT109468,F007,EV Car,Regular,2025-09-20,14,36,UPI,Paid,EV Parking,55,2.75,55.0,0.65
PT109469,F001,Bike,Member,2025-03-01,14,194,Debit Card,Paid,Two-Wheeler,25,4.25,85.0,0.47
PT109470,F001,Car,Member,2025-01-10,8,225,Debit Card,Pending,Covered,50,0.0,200.0,0.92
PT109471,F008,SUV,Visitor,2025-11-05,11,73,UPI,Paid,Covered,65,6.5,130.0,0.55
PT109472,F004,EV Car,Regular,2025-01-08,11,179,Cash,Pending,EV Parking,55,0.0,140.25,0.49
PT109473,F004,Car,Member,2025-12-07,12,54,Cash,Paid,Open,50,0.0,45.0,0.68
PT109474,F005,SUV,Regular,2025-03-31,15,197,UPI,Paid,Covered,65,0.0,208.0,0.44
PT109475,F002,Car,Regular,2025-02-06,13,183,Wallet,Paid,Open,50,0.0,200.0,0.7
PT109476,F003,Bike,Member,2025-03-25,20,103,Credit Card,Paid,Two-Wheeler,25,10.0,50.0,0.74
PT109477,F003,EV Car,Regular,2025-08-22,6,77,Debit Card,Paid,EV Parking,55,0.0,88.0,0.65
PT109478,F003,EV Car,Member,2025-09-07,11,62,Cash,Paid,EV Parking,55,9.9,99.0,0.32
PT109479,F008,Car,Member,2025-08-28,14,46,Credit Card,Paid,Covered,50,0.0,42.5,0.68
PT109480,F001,Car,Regular,2025-04-14,18,113,UPI,Paid,Covered,50,10.0,100.0,0.63
PT109481,F004,Car,Member,2025-07-30,7,254,Wallet,Paid,Covered,50,47.5,237.5,0.61
PT109482,F002,Bike,Member,2025-08-13,18,37,UPI,Paid,Two-Wheeler,25,0.0,22.5,0.81
PT109483,F001,Car,Visitor,2025-10-06,14,78,UPI,Paid,Open,50,20.0,100.0,0.39
PT109484,F007,Car,Regular,2025-06-15,16,30,UPI,Paid,Covered,50,2.5,50.0,0.47
PT109485,F004,Car,Regular,2025-10-28,20,127,Cash,Failed,Covered,50,15.0,150.0,0.71
PT109486,F004,Car,Member,2025-02-15,11,196,Wallet,Paid,Covered,50,0.0,200.0,0.75
PT109487,F006,Car,Member,2025-01-02,14,280,UPI,Paid,Covered,50,11.25,225.0,0.68
PT109488,F006,SUV,Regular,2025-06-25,18,43,Cash,Paid,Covered,65,0.0,58.5,0.7
PT109489,F008,Car,Member,2025-09-30,17,39,UPI,Paid,Covered,50,10.0,50.0,0.95
PT109490,F002,Car,Regular,2025-04-28,14,135,Wallet,Paid,Covered,50,20.25,135.0,0.54
PT109491,F007,SUV,Regular,2025-09-29,20,78,Credit Card,Paid,Covered,65,0.0,130.0,0.65
PT109492,F002,SUV,Regular,2025-06-22,15,177,UPI,Paid,Open,65,29.25,195.0,0.68
PT109493,F002,Car,Member,2025-10-31,14,53,UPI,Paid,Covered,50,6.75,45.0,0.45
